科目代號,學分數,科目名稱(中),科目名稱(英),授課教師(中),授課教師(英),開課系級,上課時間(中),上課時間(英),上課地點,修別,授課語文,"是否為核心通識",異動備註,科目備註說明,
263823001,3.0,俄國藝術,Russian Arts,陳美芬,CHEN MEI-FEN,俄羅碩一,三234,wed09-12 wed 09 10 11,道藩320316,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
263830001,3.0,俄羅斯外交政策,Russian Foreign,林永芳,LIN YUNG-FANG,俄羅碩一,四678,thu15-18 thu 15 16 17,綜合270810,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
263836001,3.0,中國大陸與俄羅,Comparative Studies,洪美蘭,HUNG MEI-LAN,俄羅碩一,二34C,tue10-13 tue 10 11 12,綜合270811,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
263841001,3.0,歐盟與俄羅斯經,Study on Economic-,洪美蘭,HUNG MEI-LAN,俄羅碩一,三567,wed14-17 wed 14 15 16,綜合270811,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
263847001,2.0,俄羅斯能源,Energy Issue of,魏百谷,WEI PAI-KU,俄羅碩一,四34,thu10-12 thu 10 11,綜合270811,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
263873001,2.0,國際經濟研究,Study of International,魏艾,WEI AI,俄羅碩一,三34,wed10-12 wed 10 11,綜合270811,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
263898001,3.0,俄羅斯國家與社,State-Society,林永芳,LIN YUNG-FANG,俄羅碩一,二678,tue15-18 tue 15 16 17,綜合270810,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
264008001,3.0,社會工作實習（,Social Work,蔡培元,TSAI PEI-YUEN,社工碩一,四EFG,thu18-21 thu 18 19 20,綜合271437,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:時間異動於2017/12/18;,＠備註Note:N/A,
264008011,3.0,社會工作實習（,Social Work,楊佩榮,YANG PEI-JUNG,社工碩一,五EFG,fri18-21 fri 18 19 20,綜合271437,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:時間異動於2017/12/18;,＠備註Note:N/A,
264013001,3.0,社會工作理論專,Seminar in Social,謝美娥,HSIEH MEI-O,社工博一,二234,tue09-12 tue 09 10 11,綜合271446,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
264101001,3.0,社會政策與社會,Seminar on Social,蔡培元,TSAI PEI-YUEN,社工碩一,三567,wed14-17 wed 14 15 16,綜合271443,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
264102001,3.0,質性研究,Qualitative Research,王增勇,WANG TSEN-YUNG,社工碩一,四567,thu14-17 thu 14 15 16,綜合271443,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
264890001,3.0,社區工作,Community Work,方昱,FANG YU,社工碩一,五234,fri09-12 fri 09 10 11,綜合271443,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
264899001,3.0,社會統計,Social Statistics,楊佩榮,YANG PEI-JUNG,社工碩一,四234,thu09-12 thu 09 10 11,社科院電腦,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
264900001,3.0,後現代社會工作,Postmodern Social,王增勇,WANG TSEN-YUNG,社工碩一,三EFG,wed18-21 wed 18 19 20,綜合271446,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
264946001,3.0,長期照顧專題,Seminar on Long-,呂寶靜,LU PAU-CHING,社工碩一,二EFG,tue18-21 tue 18 19 20,綜合271443,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
265002001,3.0,研究方法論,Research Methods,賀大衛,HOLM DAVID LEOPOLD,亞太博一,三234,wed09-12 wed 09 10 11,綜合271201,必/Required,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
265839001,3.0,全球經濟與企業,Global Economics,王安亞,WANG A.Y,亞太博一,五5678,fri14-18 fri 14 15 16 17,綜合270722,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
265840001,3.0,因果推論與資料,Casual Inference and,楊子霆,YANG TZU TING,亞太博一,三567,wed14-17 wed 14 15 16,綜合271201,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
265843001,3.0,環太平洋語言：,The Languages of the,戴智偉,DE BUSSER RIK LOUIS JOSE,亞太博一,一D56,mon13-16 mon 13 14 15,綜合271215,選/Elective,英文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
265847001,3.0,發展援助與亞太,Development Aid and,吳得源,WU DER-YUAN,亞太博一,二234,tue09-12 tue 09 10 11,綜合271215,選/Elective,英文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
265849001,3.0,比較政治理論與,Theories and,郭承天,KUO CHENG-TIAN,亞太博一,二234,tue09-12 tue 09 10 11,綜合271201,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
265857001,3.0,問卷調查設計與,Survey Design and,董祥開,DONG HSIANG-KAI,亞太博一,二234,tue09-12 tue 09 10 11,綜合271135,選/Elective,英文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
265862001,3.0,全球化與公共政,Globalization and,吳得源,WU DER-YUAN,亞太博一,四234,thu09-12 thu 09 10 11,綜合271215,選/Elective,英文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
265879001,3.0,比較教育專題研,Comparative,周祝瑛,CHOU CHUING,亞太博一,四567,thu14-17 thu 14 15 16,綜合271215,選/Elective,英文,否/No,＠異動資訊Information of alteration:教室異動於2017/12/18;,＠備註Note:N/A,
265880001,3.0,東亞與南亞之民,Democracy and,魏玫娟,WEI MEI-CHUAN,亞太博一,三567,wed14-17 wed 14 15 16,綜合270723,選/Elective,英文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
265889001,3.0,質化研究方法,Qualitative Methods,湯京平,TANG CHING-PING,亞太博一,三FGH,wed19-22 wed 19 20 21,綜合271215,選/Elective,英文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
265891001,3.0,東南亞比較政治,Comparative Politics,孫采薇,SUN TSAI-WEI,亞太博一,一D56,mon13-16 mon 13 14 15,綜合271201,選/Elective,英文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
265908001,3.0,進階統計方法,Intermediate,關秉寅,KUAN PING-YIN,亞太博一,四D56,thu13-16 thu 13 14 15,綜合271201,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
265910001,3.0,發展與政策,Development and,湯京平,TANG CHING-PING,亞太博一,五234,fri09-12 fri 09 10 11,綜合270722,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
266002001,3.0,應用個體經濟,Applied,王信實,WANG SHINN-SHYR,應社碩一,四234,thu09-12 thu 09 10 11,綜合271201,必/Required,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
266904001,3.0,國際發展經濟學,Development,蘇昱璇,SU YU-HSUAN,應社碩一,二567,tue14-17 tue 14 15 16,綜合270722,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
266905001,3.0,勞動經濟學,Labor Economics,黃柏鈞,HUANG PO-CHUN,應社碩一,五D56,fri13-16 fri 13 14 15,綜合270103,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
266906001,3.0,貿易、經濟與永,"Seminar on Trade,",李慧琳,LEE HUEY-LIN,應社碩一,三D56,wed13-16 wed 13 14 15,綜合270203,選/Elective,英文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
266908001,3.0,因果推論與資料,Causal Inference and,楊子霆,YANG TZU TING,應社碩一,三567,wed14-17 wed 14 15 16,綜合271201,選/Elective,英文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
266912001,3.0,貿易政策,Trade Policy,彭喜樞,Peng Shi Shu,應社碩一,二D56,tue13-16,綜合270416,選/Elective,英文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
266913001,3.0,中國經濟發展,Chinese Economic,王信實、李浩,WANG SHINN-SHYR/LI HAO-,應社碩一,二EFG,tue18-21 tue 18 19 20,綜合271215,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
266915001,3.0,發展援助與亞太,Development Aid and,吳得源,WU DER-YUAN,應社碩一,二234,tue09-12 tue 09 10 11,綜合271215,選/Elective,英文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
266925001,3.0,全球化與公共政,Globalization and,吳得源,WU DER-YUAN,應社碩一,四234,thu09-12 thu 09 10 11,綜合271215,選/Elective,英文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
266928001,3.0,問卷調查設計與,Survey Design and,董祥開,DONG HSIANG-KAI,應社碩一,二234,tue09-12 tue 09 10 11,綜合271135,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
266935001,3.0,質化研究方法,Qualitative Methods,湯京平,TANG CHING-PING,應社碩一,三FGH,wed19-22 wed 18 19 20,綜合271215,選/Elective,英文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
266937001,3.0,進階統計方法,Intermediate,關秉寅,KUAN PING-YIN,應社碩一,四D56,thu13-16 thu 13 14 15,綜合271201,選/Elective,英文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
266938001,3.0,比較教育專題研,Comparative,周祝瑛,CHOU CHUING,應社碩一,四567,thu14-17 thu 14 15 16,綜合271215,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:教室異動於2017/12/18;,＠備註Note:N/A,
300808001,3.0,領導與社會創新,Leadership and Social,林月雲,LIN YEH-YUN,商院碩士,二234,tue09-12 tue 09 10 11,教室洽系所,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:人力資源管理學程課程,
300809001,1.0,智能供應鏈：趨,Intelligent Supply,羅明琇,LO MING-SHIOW,商院碩士,四567,thu14-17 thu 14 15 16,,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:集中授課六週，實際上課日期請見教學大綱。,
300810001,3.0,激勵與領導,Motivation and,林月雲,LIN YEH-YUN,商院碩士,二234,tue09-12 tue 09 10 11,,選/Elective,英文,否/No,＠異動資訊Information of alteration:停開於2018/01/08;,＠備註Note:Human Resource Management Program,
300811001,3.0,行銷研究,Marketing Research,張愛華,CHANG AI-HWA,商院碩士,二234,tue09-12 tue 09 10 11,商館260102,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:學碩合開，先修行銷管理或行銷學（大學時曾修過可持證明第一堂課加簽）。,
300812001,3.0,設計思考與創新,Design Thinking and,韓志翔,HAN TZU-SHIAN,商院碩士,五567,fri14-17 fri 14 15 16,教室洽系所,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:學碩合開,
300813001,3.0,職場健康心理學,Occupational Health,黃詠香,HUANG YUENG-HSIANG,商院碩士,三234,wed09-12 wed 09 10 11,研究250307,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:學碩合開。,
300814001,3.0,衍生性商品,Financial Derivatives,林士貴,LIN SHIH-KUEI,商院選修,二EFG,tue18-21 tue 18 19 20,商館260306,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:數理財務學程優先，先修財務管理與投資學。,
300820001,2.0,大數據分析實務,Big Data Analysis,白佩玉、黃秉,PAI PEI-YU/HUANG PING-,商院碩士,四EFG,thu18-21 thu 18 19 20,商館260102,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:學碩合開。,
300822001,1.0,大數據品牌行銷,Big Data & Brand,高端訓,KAO DUAN-HSUN,商院碩士,一567,mon14-17 mon 14 15 16,教室洽系所,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:集中授課六週，實際上課日期請見教學大綱。,
300823001,2.0,國際競爭策略,International Business,于卓民,YU CHWO-MING,商院碩士,三567,wed14-17 wed 14 15 16,教室洽系所,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:學碩合開。,
300824001,3.0,電子商務實作研,E-Commerce :,樓永堅,LOU YUNG-CHIEN,商院碩士,一EFG,mon18-21 mon 18 19 20,商館260102,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:學碩合開。,
300829001,3.0,作業管理研討,Operations,李易諭,LEE YIH-YUH,商院碩士,三EFG,wed18-21 fri 14 15 16,商館260101,選/Elective,中文,否/No,＠異動資訊Information of alteration:時間異動於2018/01/12;,＠備註Note:須先修畢作業管理或策略性生產與作業管理。學碩合開。,
300831001,3.0,作業管理,Operations,李易諭,LEE YIH-YUH,商院學士,一D56,mon13-16 mon 13 14 15,商館260101,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:供應鏈學程優先（企管系及商院學程）。學碩合開。企管系本系生不得修習（請詢問系辦）,
300836001,3.0,產品與品牌管理,Product and Brand,張愛華,CHANG AI-HWA,商院碩士,四234,thu09-12 thu 09 10 11,商館260105,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:學碩合開，先修行銷管理或行銷學（大學時曾修過可持證明第一堂課加簽）。,
300846001,3.0,消費者行為,Consumer Behavior,別蓮蒂,BEI LIEN-TI,商院碩士,三D56,wed13-16 wed 13 14 15,商館260306,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:學碩合開，第一堂課務必出席，選課相關規定請詳閱教學大綱。,
300848001,3.0,作業管理,Operations,李易諭,LEE YIH-YUH,商院碩士,一D56,mon13-16 mon 13 14 15,商館260101,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:供應鏈學程優先（企管系及商院學程）。學碩合開。,
300853001,3.0,服務行銷,Service Marketing,洪順慶,HORNG SHUN-CHING,商院碩士,四567,thu14-17 thu 14 15 16,教室洽系所,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:學碩合開，先修行銷管理或行銷學（大學時曾修過可持證明第一堂課加簽）。,
300860001,2.0,精實企業與管理,Lean Enterprise and,李易諭,LEE YIH-YUH,商院碩士,一EFG,mon18-21 mon 18 19 20,商館260101,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:學碩合開，集中授課11-12週，實際上課日期請見教學大綱。,
300886001,3.0,進階英文寫作,Advanced Writing,陳侑敏,CHEN YOU-MIN,商院學士,二D56,tue13-16 tue 13 14 15,研究250420,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:N/A,"＠備註Note:先修寫作與口語訓練(一)(二),修畢中級口語訓練,中級寫作訓練之ETP學生優先選課",
300886011,3.0,進階英文寫作,Advanced Writing,陳侑敏,CHEN YOU-MIN,商院學士,三D56,wed13-16 wed 13 14 15,研究250420,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:N/A,"＠備註Note:先修寫作與口語訓練(一)(二),修畢中級口語訓練,中級寫作訓練之ETP學生優先選課",
300886021,3.0,進階英文寫作,Advanced Writing,陳侑敏,CHEN YOU-MIN,商院學士,五234,fri09-12 fri 09 10 11,研究250420,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:N/A,"＠備註Note:先修寫作與口語訓練(一)(二),修畢中級口語訓練,中級寫作訓練之ETP學生優先選課",
300886031,3.0,進階英文寫作,Advanced Writing,陳侑敏,CHEN YOU-MIN,商院學士,五D56,fri13-16 fri 13 14 15,研究250420,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:N/A,"＠備註Note:先修寫作與口語訓練(一)(二),修畢中級口語訓練,中級寫作訓練之ETP學生優先選課",
300886041,3.0,進階英文寫作,Advanced Writing,陳侑敏,CHEN YOU-MIN,商院學士,三234,wed09-12 wed 09 10 11,研究250420,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:N/A,"＠備註Note:先修寫作與口語訓練(一)(二),修畢中級口語訓練,中級寫作訓練之ETP學生優先選課",
300894001,3.0,中級寫作訓練,Intermediate Writing,鄺慧琪,KWONG WAI-KEI,商院選修,一D56,mon13-16 mon 13 14 15,學思040208,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:N/A,"＠備註Note:修畢寫作與口語訓練(一)(二),限ETP英語商管學程學生修讀",
300894011,3.0,中級寫作訓練,Intermediate Writing,楊健威,Yang Chien-Wei,商院選修,二234,tue09-12 tue 09 10 11,學思040201,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:N/A,"＠備註Note:修畢寫作與口語訓練(一)(二),限ETP英語商管學程學生修讀",
300894021,3.0,中級寫作訓練,Intermediate Writing,楊健威,Yang Chien-Wei,商院選修,二D56,tue13-16 tue 13 14 15,學思040201,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:N/A,"＠備註Note:修畢寫作與口語訓練(一)(二),限ETP英語商管學程學生修讀",
300894031,3.0,中級寫作訓練,Intermediate Writing,楊健威,Yang Chien-Wei,商院選修,三234,wed09-12 wed 09 10 11,學思040201,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:N/A,"＠備註Note:修畢寫作與口語訓練(一)(二),限ETP英語商管學程學生修讀",
300894041,3.0,中級寫作訓練,Intermediate Writing,楊健威,Yang Chien-Wei,商院選修,三D56,wed13-16 wed 13 14 15,學思040201,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:N/A,"＠備註Note:修畢寫作與口語訓練(一)(二),限ETP英語商管學程學生修讀",
300894051,3.0,中級寫作訓練,Intermediate Writing,鄺慧琪,KWONG WAI-KEI,商院選修,五D56,fri13-16 fri 13 14 15,學思040208,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:N/A,"＠備註Note:修畢寫作與口語訓練(一)(二),限ETP英語商管學程學生修讀",
300897001,3.0,寫作與口語訓練,Writing and Oral,陳侑敏,CHEN YOU-MIN,商院選修,二234,tue09-12 tue 09 10 11,研究250420,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:限ETP學程大一學生及大二轉入ETP學程學生選課,
300897011,3.0,寫作與口語訓練,Writing and Oral,鄺慧琪,KWONG WAI-KEI,商院選修,三234,wed09-12 wed 09 10 11,學思040208,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:限ETP學程大一學生及大二轉入ETP學程學生選課,
300897021,3.0,寫作與口語訓練,Writing and Oral,鄺慧琪,KWONG WAI-KEI,商院選修,三D56,wed13-16 wed 13 14 15,學思040208,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:限ETP學程大一學生及大二轉入ETP學程學生選課,
300897031,3.0,寫作與口語訓練,Writing and Oral,鄺慧琪,KWONG WAI-KEI,商院選修,四D56,thu13-16 thu 13 14 15,學思040208,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:限ETP學程大一學生及大二轉入ETP學程學生選課,
300897041,3.0,寫作與口語訓練,Writing and Oral,楊健威,Yang Chien-Wei,商院選修,五234,fri09-12 fri 09 10 11,學思040201,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:限ETP學程大一學生及大二轉入ETP學程學生選課,
300897051,3.0,寫作與口語訓練,Writing and Oral,鄺慧琪,KWONG WAI-KEI,商院選修,五234,fri09-12 fri 09 10 11,學思040208,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:限ETP學程大一學生及大二轉入ETP學程學生選課,
300897061,3.0,寫作與口語訓練,Writing and Oral,楊健威,Yang Chien-Wei,商院選修,五D56,fri13-16 fri 13 14 15,學思040201,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:限ETP學程大一學生及大二轉入ETP學程學生選課,
300901001,3.0,進階個體經濟學,Advanced,鄭鴻章,CHENG HUNG-CHANG,商院選修,三234,wed09-12 wed 09 10 11,商館260207,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:先修個體經濟學,
300902011,3.0,進階總體經濟學,Advanced,饒秀華,RAU HSIU-HUA,商院選修,一D56,mon13-16 mon 13 14 15,商館260205,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:先修總體經濟學,
300905001,3.0,貨幣銀行學,Money and Banking,張興華,CHANG HSING-HUA,商院選修,五D56,fri13-16 fri 13 14 15,商館260206,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:先修經濟學。,
300933002,3.0,數理統計學,Mathematical,劉惠美,LIU HUI-MEI,商院選修,三D56,wed13-16 wed 13 14 15,研究250101,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:先修科目：微積分,
301029001,3.0,國際貿易經營管,Management of,薛景文,HSUEH CHING-WEN,國貿二乙,三D56,wed13-16 wed 13 14 15,商館260101,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
301030001,3.0,貿易與投資專題,Senior Research,徐則謙,HSU TSE-CHIEN,國貿三甲,四D56,thu13-16 thu 13 14 15,商館260306,群/Partially,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:群修課，先修經濟學，學碩合開(351724001),
301031001,3.0,國際經貿法專題,Seminar on,施文真,SHIH WEN-CHEN,國貿三甲,四234,thu09-12 thu 09 10 11,商館260206,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:群修課，先修國際經貿法。,
301034001,3.0,國際財務管理,International,胡聯國,HU LEN-KUO,國貿三甲,二234,tue09-12 tue 09 10 11,研究250106,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:群修課，先修財務管理,
301035001,3.0,國際金融專題,Senior Research,林柏生,LIN PO-SHENG,國貿四甲,二567,tue14-17 mon 14 15 16,商館261049,群/Partially,中文,否/No,＠異動資訊Information of alteration:時間異動於2018/01/04;,＠備註Note:學碩合開(351725001)，先修國際金融,
301039001,3.0,國際經貿法,International,楊培侃,YANG PEI KAN,國貿二乙,二234,tue09-12 tue 09 10 11,商館260312,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
301779001,2.0,菁英商務英語: 團,Elite Business,古如君,KU JU-CHUN,國貿二甲,二56,tue14-16 tue 14 15,商院261042,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:It is compulsory to attend the first class to confirm and verify the validity of the course registration.,
301780001,2.0,菁英商務英語: 提,Elite Business,古如君,KU JU-CHUN,國貿二甲,二78,tue16-18 tue 16 17,商院261042,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:It is compulsory to attend the first class to confirm and verify the validity of the course registration.,
301783001,3.0,國際企業經營策,Strategics of,譚丹琪,TAN DANCHI,國貿四甲,四234,thu09-12 thu 09 10 11,商館260311,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:學碩合開(351881011) ，先修國際企業管理,
301786001,3.0,WTO專題研究：,Advanced Weminar,楊光華,YANG GUANG-HWA,國貿四甲,三EFG,wed18-21 wed 18 19 20,商館261049,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:學碩合開(351729001),
301787001,3.0,國際經濟專題研,Independent Studies,徐則謙,HSU TSE-CHIEN,國貿四甲,三D56,wed13-16 wed 13 14 15,商館260304,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:學碩合開(351731001),
301796001,2.0,商用英文,Business English,古如君,KU JU-CHUN,國貿二甲,一56,mon14-16 mon 14 15,商院261042,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:中文授課，第一節上課務必出席，如無特殊原因缺席，請自行退選。,
301815001,3.0,亞洲經濟問題研,Seminars on Asian,謝淑貞,SHIEH SHWU-JANE,國貿二甲,五EFG,fri18-21 fri 18 19 20,教室洽系所,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
301820001,3.0,實用投資管理,Practical Investment,顏佑銘,YEN YU-MIN,國貿三甲,三234,wed09-12 wed 09 10 11,商館260102,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
301839001,3.0,國際金融法專題,Seminar on,楊光華,YANG GUANG-HWA,國貿四甲,四234,thu09-12 thu 09 10 11,商館261049,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:學碩合開(351794001),
301848001,3.0,電腦模擬的商業,Simulation Modeling,傅冶天,FU YEE-TIEN,國貿三甲,三123,wed08-11 wed 08 09 10,商館260106,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
301851001,3.0,國際商學經營專,Special Topics on,謝淑貞,SHIEH SHWU-JANE,國貿三甲,二567,tue14-17 tue 14 15 16,商館260102,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:先修經濟學或管理學,
301915001,3.0,跨境電子商務,Cross-Border E-,詳備註,Ref. Note,國貿三甲,三D56,wed13-16 wed 13 14 15,商館260310,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
302018001,3.0,銀行經營管理,Financial Institution,趙世偉,CHAO SHIH-WEI,金融三金,五567,fri14-17 fri 14 15 16,商館260306,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:學碩合開，學士班請選302018001，碩士班請選352797001，金融系、所優先。,
302037001,3.0,國際金融,International Finance,林建秀,LIN CHIEN-HSIU,金融三,三D56,wed13-16 wed 13 14 15,商館260206,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:先修財務管理，金融系優先。,
302041001,3.0,金融計量,Econometrics,趙世偉,CHAO SHIH-WEI,金融三,二234,tue09-12 tue 09 10 11,資訊140301,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:先修統計學一學年。,
302806001,3.0,新金融商品個案,Case Study in New,陳威光,CHEN WEI-KUANG,金融三金,五EFG,fri18-21 fri 18 19 20,商館260310,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:金融系所優先。學碩合開，學士班請選302806001，碩士班請選352884001。,
302807001,3.0,金融科技與商業,Fintech and Business,陳威光,CHEN WEI-KUANG,金融三金,二567,tue14-17 tue 14 15 16,學思040202,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:學碩合開，學士班請選302807001，碩士班請選352779001，金融系、所優先。,
302809001,3.0,投資銀行策略與,Investment Banking,張興華,CHANG HSING-HUA,金融三金,三234,wed09-12 wed 09 10 11,商館260306,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:學碩合開，學士班請選302809001，碩士班請選352785001，金融系、所優先。,
